종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"084670","동양고속","7080","-40","-0.56",,,,,"26339","0.27","0","0.00"
"082640","동양생명","5180","-30","-0.58","1736","2.98","1917","2.70","18628","0.28","400","7.72"
"060380","동양에스텍","1400","7","0.50","221","6.33",,,"4146","0.34","50","3.57"
"001525","동양우","4065","-50","-1.22",,,,,,,"90","2.21"
"079960","동양이엔피","20000","-250","-1.23","5975","3.35",,,"41506","0.48","400","2.00"
"008970","동양철관","1207","1","0.08",,,,,"733","1.65","0","0.00"
"228340","동양파일","1812","3","0.17","258","7.02",,,"6404","0.28","0","0.00"
"092780","동양피스톤","4565","-25","-0.54","588","7.76",,,"9676","0.47","100","2.19"
"088910","동우팜투테이블","1950","0","0.00","1027","1.90",,,"8537","0.23","30","1.54"
"094170","동운아나텍","22300","100","0.45","1324","16.84",,,"2924","7.63","70","0.31"
"049770","동원F&B","34350","250","0.73","5641","6.09","6650","5.17","50436","0.68","800","2.33"
"013120","동원개발","2290","-35","-1.51","469","4.88",,,"11397","0.20","80","3.49"
"018500","동원금속","1596","-90","-5.34","391","4.08",,,"2279","0.70","50","3.13"
"006040","동원산업","38000","200","0.53","5671","6.70","9697","3.92","68077","0.56","1100","2.89"
"030720","동원수산","4985","-10","-0.20",,,,,"9186","0.54","0","0.00"
"014820","동원시스템즈","36500","-550","-1.48","2194","16.64",,,"26401","1.38","600","1.64"
"014825","동원시스템즈우","18190","-10","-0.05",,,,,,,"650","3.57"
"111380","동인기연","15450","-100","-0.64","4321","3.58","2839","5.44","21533","0.72","560","3.62"
"163560","동일고무벨트","7400","-50","-0.67","689","10.74",,,"15848","0.47","150","2.03"
"109860","동일금속","8240","110","1.35","36","228.89",,,"17698","0.47","400","4.85"
"032960","동일기연","10110","-210","-2.03","573","17.64",,,"16518","0.61","35","0.35"
"004890","동일산업","40100","-150","-0.37",,,,,"189318","0.21","1000","2.49"
"023790","동일스틸럭스","1110","-138","-11.06",,,,,"921","1.21","0","0.00"
"002690","동일제강","1227","-2","-0.16",,,,,"7894","0.16","0","0.00"
"005290","동진쎄미켐","31800","-300","-0.93","2476","12.84",,,"15658","2.03","120","0.38"
"025900","동화기업","9850","-210","-2.09",,,,,"19279","0.51","0","0.00"
"000020","동화약품","6090","-40","-0.65","991","6.15",,,"13413","0.45","180","2.96"
"000150","두산","318000","-1000","-0.31",,,"10167","31.28","91241","3.49","2000","0.63"
"000157","두산2우B","136800","800","0.59",,,,,,,"2000","1.46"
"454910","두산로보틱스","56300","-3900","-6.48",,,,,"6770","8.32","0","0.00"
"241560","두산밥캣","51700","1700","3.40","9203","5.62","6088","8.49","59457","0.87","1600","3.09"
"034020","두산에너빌리티","27000","1500","5.88","87","310.34","699","38.61","11113","2.43","0","0.00"
"000155","두산우","147300","1500","1.03",,,,,,,"2050","1.39"
"131970","두산테스나","30250","250","0.83","2853","10.60","1833","16.50","20981","1.44","160","0.53"
"336260","두산퓨얼셀","15400","-480","-3.02",,,"22","710.09","6265","2.46","0","0.00"
"33626K","두산퓨얼셀1우","4550","-10","-0.22",,,,,,,"0","0.00"
"33626L","두산퓨얼셀2우B","7670","40","0.52",,,,,,,"0","0.00"
"016740","두올","3090","-35","-1.12","668","4.63",,,"6856","0.45","120","3.88"
"073190","듀오백","3300","760","29.92",,,,,"1477","2.23","0","0.00"
"176750","듀켐바이오","14300","1090","8.25","150","95.33",,,"815","17.55","0","0.00"
"030350","드래곤플라이","973","-18","-1.82",,,,,"2065","0.47","0","0.00"
"203650","드림시큐리티","3185","-45","-1.39","444","7.17",,,"2104","1.51","0","0.00"
"223250","드림씨아이에스","2835","20","0.71","160","17.72",,,"2316","1.22","0","0.00"
"060570","드림어스컴퍼니","1710","-3","-0.18",,,,,"2180","0.78","0","0.00"
"362990","드림인사이트","2015","-55","-2.66","277","7.27",,,"1568","1.29","0","0.00"
"192650","드림텍","7070","30","0.43","227","31.15","595","11.88","6003","1.18","200","2.83"
"016670","디모아","4130","125","3.12",,,,,"14730","0.28","0","0.00"
"187870","디바이스이엔지","11310","220","1.98","1058","10.69",,,"20419","0.55","100","0.88"
"489730","디비금융제13호스팩","1983","-4","-0.20",,,,,,,"0","0.00"
"024090","디씨엠","11670","10","0.09",,,,,"27193","0.43","150","1.29"
"003160","디아이","14940","-370","-2.42","122","122.46","1602","9.33","5836","2.56","100","0.67"
"092200","디아이씨","4475","120","2.76","954","4.69",,,"3463","1.29","0","0.00"
"110990","디아이티","15550","330","2.17","719","21.63",,,"10145","1.53","180","1.16"
"263690","디알젬","5400","0","0.00","834","6.47",,,"7200","0.75","180","3.33"
"214680","디알텍","1951","-31","-1.56",,,,,"1091","1.79","0","0.00"
"347850","디앤디파마텍","51800","600","1.17","441","117.46",,,"5022","10.31","0","0.00"
"263720","디앤씨미디어","18600","-90","-0.48","328","56.71","766","24.27","6466","2.88","0","0.00"
"376300","디어유","40000","700","1.78","1104","36.23","1875","21.34","7141","5.60","0","0.00"
"109740","디에스케이","4310","-125","-2.82","125","34.48",,,"5146","0.84","0","0.00"
"031860","디에이치엑스컴퍼니","1111","256","29.94",,,,,"4620","0.24","0","0.00"
"196490","디에이테크놀로지","203","0","0.00",,,,,"303","0.67","0","0.00"
"066900","디에이피","2465","-20","-0.80",,,,,"6055","0.41","0","0.00"
"127120","디엔에이링크","6810","210","3.18",,,,,"1406","4.84","0","0.00"
"092070","디엔에프","11430","30","0.26","447","25.57",,,"13395","0.85","200","1.75"
"039840","디오","16470","160","0.98","227","72.56","1458","11.29","13386","1.23","0","0.00"
"013570","디와이","3905","-40","-1.01","737","5.30",,,"14212","0.27","150","3.84"
"219550","디와이디","728","73","11.15",,,,,"746","0.98","0","0.00"
"310870","디와이씨","1484","11","0.75","213","6.97",,,"2465","0.60","25","1.68"
"210540","디와이파워","11900","-80","-0.67","2491","4.78",,,"23912","0.50","400","3.36"
"104460","디와이피엔에프","14780","10","0.07","590","25.05",,,"11581","1.28","200","1.35"
"079810","디이엔티","5820","-110","-1.85","58","100.34",,,"6651","0.88","0","0.00"
"113810","디젠스","1460","-138","-8.64","90","16.22",,,"541","2.70","0","0.00"
"043360","디지아이","1925","-58","-2.92",,,,,"4791","0.40","0","0.00"
"197140","디지캡","2320","-20","-0.85",,,,,"4574","0.51","0","0.00"
"068930","디지털대성","7210","-40","-0.55","473","15.24",,,"5993","1.20","200","2.77"
"033130","디지틀조선","1660","11","0.67","92","18.04",,,"2288","0.73","20","1.20"
"105740","디케이락","8250","220","2.74","1199","6.88",,,"13084","0.63","250","3.03"
"263020","디케이앤디","3070","-60","-1.92","460","6.67",,,"4435","0.69","50","1.63"
"290550","디케이티","7700","10","0.13","248","31.05","1535","5.02","7094","1.09","0","0.00"
"066670","디티씨","2930","0","0.00","233","12.58",,,"10242","0.29","50","1.71"
"187220","디티앤씨","2880","-70","-2.37",,,,,"7353","0.39","0","0.00"
"383930","디티앤씨알오","5990","-200","-3.23",,,,,"2488","2.41","0","0.00"
"131180","딜리","851","-25","-2.85","25","34.04",,,"2079","0.41","0","0.00"
"315640","딥노이드","6840","-180","-2.56",,,,,"1224","5.59","0","0.00"
"223310","딥마인드","2795","-100","-3.45",,,,,"1426","1.96","0","0.00"
"317120","라닉스","2930","-80","-2.66",,,,,"1104","2.65","0","0.00"
"462510","라메디텍","7730","-250","-3.13",,,,,"1169","6.61","0","0.00"
"042510","라온시큐어","1921","9","0.47","104","18.47","177","10.84","853","2.25","0","0.00"
"232680","라온테크","9080","-170","-1.84","187","48.56",,,"2254","4.03","30","0.33"
"418420","라온텍","2730","20","0.74",,,,,"726","3.76","0","0.00"
"300120","라온피플","4015","-30","-0.74",,,,,"2204","1.82","0","0.00"
"171120","라이온켐텍","2360","20","0.85","197","11.98",,,"3605","0.65","100","4.24"
"388790","라이콤","2525","95","3.91",,,,,"810","3.12","0","0.00"
"347700","라이프시맨틱스","7550","0","0.00",,,,,"573","13.18","0","0.00"
"214260","라파스","14750","-110","-0.74",,,,,"3552","4.15","0","0.00"
"171010","램테크놀러지","4500","110","2.51",,,,,"3421","1.32","0","0.00"
"084650","랩지노믹스","2320","0","0.00",,,,,"3068","0.76","0","0.00"
"217500","러셀","1685","-32","-1.86","91","18.52",,,"1889","0.89","30","1.78"
"038390","레드캡투어","10020","30","0.30","1003","9.99",,,"12215","0.82","900","8.98"
"294140","레몬","3590","-45","-1.24",,,,,"804","4.47","0","0.00"
"443250","레뷰코퍼레이션","12650","-210","-1.63","436","29.01",,,"4931","2.57","0","0.00"
"228670","레이","8290","-60","-0.72",,,,,"8212","1.01","0","0.00"
"228850","레이언스","6400","0","0.00","1246","5.14","758","8.44","15265","0.42","100","1.56"
"412350","레이저쎌","3630","-10","-0.27",,,,,"4211","0.86","0","0.00"
"199550","레이저옵텍","10350","1130","12.26","2","5175.00",,,"1997","5.18","0","0.00"
"281740","레이크머티리얼즈","15660","-310","-1.94","367","42.67","491","31.92","1671","9.37","0","0.00"
"277810","레인보우로보틱스","289000","-13000","-4.30",,,,,"6735","42.91","0","0.00"
"215100","로보로보","3730","-90","-2.36","69","54.06",,,"1530","2.44","14","0.38"
"090360","로보스타","24050","-600","-2.43","71","338.73",,,"9226","2.61","0","0.00"
"108490","로보티즈","32100","-1200","-3.60",,,"48","668.41","7466","4.30","0","0.00"
"067730","로지시스","2960","20","0.68","53","55.85",,,"1760","1.68","60","2.03"
"071280","로체시스템즈","17610","-260","-1.45","594","29.65",,,"7484","2.35","50","0.28"
"032350","롯데관광개발","8080","310","3.99",,,,,"913","8.85","0","0.00"
"089860","롯데렌탈","29650","0","0.00","3275","9.05","4192","7.07","37351","0.79","1200","4.05"
"000400","롯데손해보험","1812","31","1.74","966","1.88",,,"4064","0.45","0","0.00"
"023530","롯데쇼핑","65400","800","1.24","5794","11.29","8112","8.06","335809","0.19","3800","5.81"
"020150","롯데에너지머티리얼즈","25950","-500","-1.89",,,"103","251.89","31088","0.83","200","0.77"
"280360","롯데웰푸드","123400","-400","-0.32","7978","15.47","12212","10.10","232340","0.53","3000","2.43"
"286940","롯데이노베이트","19650","10","0.05","2776","7.08","2068","9.50","27576","0.71","1000","5.09"
"004000","롯데정밀화학","41000","-150","-0.36","7147","5.74","5518","7.43","93569","0.44","2000","4.88"
"004990","롯데지주","23250","150","0.65",,,"1438","16.17","95749","0.24","1500","6.45"
"00499K","롯데지주우","27000","600","2.27",,,,,,,"1550","5.74"
"005300","롯데칠성","111900","700","0.63","16499","6.78","13813","8.10","145622","0.77","3400","3.04"
"005305","롯데칠성우","65900","0","0.00",,,,,,,"3405","5.17"
"011170","롯데케미칼","69300","-900","-1.28",,,,,"368608","0.19","3500","5.05"
"071840","롯데하이마트","7300","-100","-1.35",,,,,"54020","0.14","300","4.11"
"328130","루닛","54200","-2400","-4.24",,,,,"8191","6.62","0","0.00"
"038060","루멘스","892","-10","-1.11","85","10.49",,,"2080","0.43","0","0.00"
"474170","루미르","8800","-200","-2.22",,,"149","58.87","2190","4.02","0","0.00"
"141080","리가켐바이오","100500","1700","1.72",,,"580","173.15","5241","19.18","0","0.00"
"058470","리노공업","211000","4000","1.93","7308","28.87","8371","25.21","36700","5.75","3000","1.42"
"016100","리더스코스메틱","2490","-40","-1.58","13","191.54",,,"2409","1.03","0","0.00"
"012700","리드코프","3920","-30","-0.76","351","11.17",,,"16422","0.24","200","5.10"
"302550","리메드","3130","-25","-0.79","26","120.38",,,"1006","3.11","0","0.00"
"073570","리튬포어스","800","-33","-3.96",,,,,"4065","0.20","0","0.00"
"377450","리파인","11280","-10","-0.09","1374","8.21",,,"10147","1.11","0","0.00"
"277070","린드먼아시아","4285","-85","-1.95","285","15.04",,,"4451","0.96","43","1.00"
"042500","링네트","4270","0","0.00","833","5.13",,,"6259","0.68","100","2.34"
"193250","링크드","437","-12","-2.67",,,,,"1170","0.37","0","0.00"
"219420","링크제니시스","5280","-120","-2.22","111","47.57",,,"3866","1.37","0","0.00"
"439090","마녀공장","19060","230","1.22","749","25.45",,,"5925","3.22","0","0.00"
"027740","마니커","886","3","0.34",,,,,"732","1.21","0","0.00"
"195500","마니커에프앤지","3415","-10","-0.29","130","26.27",,,"4168","0.82","0","0.00"
"377480","마음AI","16740","-50","-0.30",,,,,"3271","5.12","0","0.00"
"305090","마이크로디지탈","10030","500","5.25","38","263.95","493","20.36","555","18.07","0","0.00"
"098120","마이크로컨텍솔","10230","510","5.25","890","11.49",,,"6629","1.54","80","0.78"
"424980","마이크로투나노","6070","-100","-1.62",,,,,"5650","1.07","0","0.00"
"038290","마크로젠","17400","400","2.35",,,"740","23.51","15952","1.09","300","1.72"
"001080","만호제강","26050","350","1.36",,,,,"60830","0.43","0","0.00"
"267980","매일유업","35450","200","0.57","7678","4.62",,,"75136","0.47","1200","3.39"
"005990","매일홀딩스","9580","60","0.63","3970","2.41",,,"30646","0.31","200","2.09"
"093520","매커스","10440","60","0.58","1878","5.56",,,"9952","1.05","150","1.44"
"100590","머큐리","3360","-65","-1.90","216","15.56",,,"6249","0.54","0","0.00"
"067280","멀티캠퍼스","32300","-250","-0.77","5316","6.08",,,"32669","0.99","1600","4.95"
"072870","메가스터디","10490","-80","-0.76","1900","5.52",,,"27338","0.38","850","8.10"
"215200","메가스터디교육","40650","800","2.01","8118","5.01","8198","4.96","41175","0.99","2000","4.92"
"133750","메가엠디","2120","-5","-0.24",,,,,"2820","0.75","0","0.00"
"446540","메가터치","4030","-340","-7.78",,,,,"2414","1.67","0","0.00"
"235980","메드팩토","3270","-100","-2.97",,,,,"2106","1.55","0","0.00"
"041920","메디아나","4795","-80","-1.64","557","8.61",,,"6305","0.76","25","0.52"
"014100","메디앙스","2325","75","3.33","619","3.76",,,"7700","0.30","0","0.00"
"054180","메디콕스","223","3","1.36",,,,,"1191","0.19","0","0.00"
"086900","메디톡스","135800","2200","1.65","1311","103.59",,,"65468","2.07","1100","0.81"
"078160","메디포스트","9100","-330","-3.50","287","31.71",,,"8234","1.11","0","0.00"
"138040","메리츠금융지주","117400","-2800","-2.33","11020","10.65","12872","9.12","50457","2.33","2360","2.01"
"408920","메쎄이상","2125","-10","-0.47","126","16.87",,,"1373","1.55","50","2.35"
"021880","메이슨캐피탈","260","2","0.78","30","8.67",,,"397","0.65","0","0.00"
"140410","메지온","29200","3300","12.74",,,,,"2075","14.07","0","0.00"
"241770","메카로","10420","430","4.30",,,,,"18831","0.55","0","0.00"
"090370","메타랩스","1438","22","1.55",,,,,"2885","0.50","0","0.00"
"059210","메타바이오메드","4540","180","4.13","429","10.58",,,"3063","1.48","20","0.44"
"118000","메타케어","317","-1","-0.31",,,,,"688","0.46","0","0.00"
"058110","멕아이씨에스","1941","-23","-1.17",,,,,"3191","0.61","0","0.00"
"017180","명문제약","1599","-15","-0.93",,,,,"2489","0.64","0","0.00"
"009900","명신산업","8860","-70","-0.78","2909","3.05","1994","4.44","10199","0.87","100","1.13"
"012690","모나리자","2815","-10","-0.35","250","11.26",,,"2223","1.27","150","5.33"
"005360","모나미","2005","5","0.25",,,,,"5080","0.39","50","2.49"
"070960","모나용평","3900","25","0.65","208","18.75","599","6.51","8015","0.49","0","0.00"
"434480","모니터랩","4250","-30","-0.70",,,,,"2895","1.47","0","0.00"
"080420","모다이노칩","2280","-20","-0.87",,,,,"4377","0.52","0","0.00"
"417970","모델솔루션","11850","-120","-1.00","167","70.96",,,"9618","1.23","40","0.34"
"080160","모두투어","9690","60","0.62","592","16.37","870","11.13","3995","2.43","250","2.58"
"087260","모바일어플라이언스","1989","-3","-0.15","65","30.60",,,"1483","1.34","0","0.00"
"101330","모베이스","3105","-75","-2.36","687","4.52",,,"13907","0.22","70","2.25"
"012860","모베이스전자","1495","-19","-1.25","128","11.68",,,"2807","0.53","0","0.00"
"363260","모비데이즈","2035","30","1.50",,,,,"1240","1.64","0","0.00"
"348030","모비릭스","4465","-100","-2.19",,,,,"7524","0.59","0","0.00"
"250060","모비스","2480","-25","-1.00",,,,,"689","3.60","0","0.00"
"288980","모아데이타","1042","-8","-0.76","7","148.86",,,"1137","0.92","0","0.00"
"142760","모아라이프플러스","1355","-18","-1.31","269","5.04",,,"1022","1.33","0","0.00"
"033200","모아텍","2700","-15","-0.55","6","450.00",,,"7704","0.35","0","0.00"
"333050","모코엠시스","1277","18","1.43","46","27.76",,,"886","1.44","14","1.10"
"009680","모토닉","9220","0","0.00","1270","7.26",,,"20673","0.45","450","4.88"
"118990","모트렉스","9570","-30","-0.31","1330","7.20",,,"8377","1.14","0","0.00"
"463480","모티브링크","11800","-670","-5.37","458","25.76",,,"1894","6.23","0","0.00"
"006920","모헨즈","3095","0","0.00","757","4.09",,,"3036","1.02","0","0.00"
"009580","무림P&P","2900","-10","-0.34",,,"333","8.72","9963","0.29","100","3.45"
"001810","무림SP","1428","9","0.63",,,,,"8956","0.16","10","0.70"
"009200","무림페이퍼","2045","-30","-1.45","83","24.64",,,"9962","0.21","75","3.67"
"033920","무학","6760","-60","-0.88","2470","2.74",,,"20374","0.33","230","3.40"
"008420","문배철강","2525","-100","-3.81","961","2.63",,,"9524","0.27","50","1.98"
"279600","미디어젠","11300","0","0.00",,,,,"2287","4.94","0","0.00"
"095500","미래나노텍","8530","-100","-1.16",,,,,"8680","0.98","0","0.00"
"254490","미래반도체","12460","70","0.56","355","35.10",,,"5554","2.24","0","0.00"
"025560","미래산업","801","-4","-0.50",,,,,"1842","0.43","0","0.00"
"218150","미래생명자원","3920","-5","-0.13","23","170.43",,,"2265","1.73","0","0.00"
"007120","미래아이앤지","779","-8","-1.02",,,,,"2208","0.35","0","0.00"
"442900","미래에셋드림스팩1호","10190","-20","-0.20",,,,,,,"0","0.00"
"100790","미래에셋벤처투자","4790","-5","-0.10","467","10.26",,,"6489","0.74","0","0.00"
"446190","미래에셋비전스팩2호","2155","0","0.00",,,,,,,"0","0.00"
"448830","미래에셋비전스팩3호","2145","0","0.00",,,,,,,"0","0.00"
"477380","미래에셋비전스팩4호","1988","-3","-0.15",,,,,,,"0","0.00"
"477470","미래에셋비전스팩5호","2035","10","0.49",,,,,,,"0","0.00"
"478440","미래에셋비전스팩6호","1999","-1","-0.05",,,,,,,"0","0.00"
"482680","미래에셋비전스팩7호","1980","0","0.00",,,,,,,"0","0.00"
"085620","미래에셋생명","4495","-15","-0.33","898","5.01","667","6.74","22308","0.20","0","0.00"
"006800","미래에셋증권","9790","50","0.51","531","18.44","1258","7.78","18281","0.54","150","1.53"
"00680K","미래에셋증권2우B","4255","-15","-0.35",,,,,,,"150","3.53"
"006805","미래에셋증권우","4800","5","0.10",,,,,,,"165","3.44"
"049950","미래컴퍼니","21100","-650","-2.99","449","46.99",,,"16810","1.26","100","0.47"
"207760","미스터블루","1014","6","0.60",,,,,"745","1.36","0","0.00"
"002840","미원상사","181000","-4900","-2.64","12771","14.17",,,"79711","2.27","2000","1.10"
"268280","미원에스씨","149700","-400","-0.27","3758","39.84",,,"75776","1.98","2100","1.40"
"107590","미원홀딩스","72800","-600","-0.82","5708","12.75",,,"100783","0.72","700","0.96"
"134380","미원화학","79900","0","0.00","10763","7.42",,,"72153","1.11","3500","4.38"
"003650","미창석유","101500","1600","1.60","31492","3.22",,,"241153","0.42","2800","2.76"
"059090","미코","9620","-70","-0.72",,,,,"2410","3.99","0","0.00"
"214610","미코바이오메드","555","4","0.73",,,,,"849","0.65","0","0.00"
"201490","미투온","1754","-6","-0.34","249","7.04",,,"4191","0.42","0","0.00"
"475460","미트박스","10240","-760","-6.91","1581","6.48","783","13.08","3294","3.11","0","0.00"
"452200","민테크","4240","-75","-1.74",,,,,"803","5.28","0","0.00"
"418470","밀리의서재","13130","-100","-0.76","2060","6.37",,,"6881","1.91","0","0.00"
"206640","바디텍메드","14720","0","0.00","1181","12.46","1805","8.16","8476","1.74","200","1.36"
"018700","바른손","805","6","0.75",,,,,"1241","0.65","0","0.00"
"035620","바른손이앤에이","382","-10","-2.55",,,,,"979","0.39","0","0.00"
"053030","바이넥스","15550","200","1.30","151","102.98","528","29.44","5863","2.65","0","0.00"
"301300","바이브컴퍼니","4420","-45","-1.01","2677","1.65",,,"5462","0.81","0","0.00"
"377740","바이오노트","4850","-50","-1.02",,,,,"15252","0.32","200","4.12"
"064550","바이오니아","15130","-440","-2.83",,,,,"8674","1.74","0","0.00"
"314930","바이오다인","12360","-220","-1.75",,,"207","59.82","1529","8.08","0","0.00"
"208710","바이오로그디바이스","609","-43","-6.60",,,,,"972","0.63","0","0.00"
"086820","바이오솔루션","24950","650","2.67",,,,,"5258","4.75","0","0.00"
"038460","바이오스마트","3060","60","2.00","915","3.34",,,"5473","0.56","0","0.00"
"251120","바이오에프디엔씨","13720","180","1.33","655","20.95",,,"6873","2.00","0","0.00"
"199730","바이오인프라","6150","-590","-8.75","426","14.44",,,"7082","0.87","600","9.76"
"086040","바이오톡스텍","3000","-25","-0.83",,,,,"3247","0.92","0","0.00"
"099430","바이오플러스","7060","-60","-0.84","445","15.87","561","12.58","2132","3.31","70","0.99"
"032980","바이온","302","0","0.00",,,,,"506","0.60","0","0.00"
"308080","바이젠셀","2950","-105","-3.44",,,,,"3730","0.79","0","0.00"
"043150","바텍","21200","100","0.47","3483","6.09","3926","5.40","26837","0.79","100","0.47"
"323990","박셀바이오","8860","-100","-1.12",,,,,"3636","2.44","0","0.00"
"003610","방림","3700","-60","-1.60",,,,,"5301","0.70","38","1.03"
"267790","배럴","4610","-65","-1.39","865","5.33",,,"4295","1.07","50","1.08"
"001340","백광산업","6840","-20","-0.29","175","39.09",,,"4839","1.41","60","0.88"
"046310","백금T&A","2250","-40","-1.75","817","2.75",,,"3746","0.60","80","3.56"
"035150","백산","15080","240","1.62","1805","8.35","3102","4.86","9159","1.65","300","1.99"
"331520","밸로프","861","3","0.35","18","47.83",,,"575","1.50","0","0.00"
"199480","뱅크웨어글로벌","5590","160","2.95",,,,,"1190","4.70","0","0.00"
"438700","버넥트","3450","20","0.58",,,,,"4056","0.85","0","0.00"
"066410","버킷스튜디오","1153","0","0.00","63","18.30",,,"1813","0.64","0","0.00"
"002410","범양건영","1935","0","0.00",,,,,"2498","0.77","0","0.00"
"382900","범한퓨얼셀","15050","-740","-4.69",,,"49","310.24","12106","1.24","0","0.00"
"206400","베노티앤알","1807","67","3.85",,,,,"2655","0.68","0","0.00"
"019010","베뉴지","2085","-5","-0.24","342","6.10",,,"7815","0.27","30","1.44"
"177350","베셀","1160","154","15.31",,,,,"1665","0.70","0","0.00"
"457600","벡트","3545","-130","-3.54","195","18.18",,,"1121","3.16","0","0.00"
"424760","벨로크","812","2","0.25",,,,,"1329","0.61","0","0.00"
"007210","벽산","2150","-40","-1.83","591","3.64",,,"4808","0.45","60","2.79"
"225530","보광산업","4270","-45","-1.04","459","9.30",,,"2619","1.63","300","7.03"
"250000","보라티알","9860","0","0.00","1444","6.83",,,"12811","0.77","250","2.54"
"002760","보락","1047","-8","-0.76","14","74.79",,,"814","1.29","5","0.48"
"003850","보령","9400","20","0.21","610","15.41","717","13.11","8331","1.13","100","1.06"
"310210","보로노이","124200","-800","-0.64",,,,,"4786","25.95","0","0.00"
"006910","보성파워텍","2740","35","1.29","89","30.79",,,"1733","1.58","0","0.00"
"000890","보해양조","462","20","4.52",,,,,"575","0.80","0","0.00"
"226340","본느","1458","0","0.00",,,,,"996","1.46","0","0.00"
"003000","부광약품","4655","-5","-0.11",,,,,"3306","1.41","0","0.00"
"001270","부국증권","26950","-100","-0.37","6420","4.20",,,"85122","0.32","1500","5.57"
"001275","부국증권우","21850","-50","-0.23",,,,,,,"1550","7.09"
"026940","부국철강","2485","-20","-0.80","181","13.73",,,"6623","0.38","75","3.02"
"014470","부방","1880","-38","-1.98",,,,,"2932","0.64","0","0.00"
"011390","부산산업","69700","-900","-1.27","3333","20.91",,,"123239","0.57","250","0.36"
"005030","부산주공","486","0","0.00",,,,,"253","1.92","0","0.00"
"008470","부스타","3600","-30","-0.83","179","20.11",,,"9572","0.38","60","1.67"
"338220","뷰노","22150","-300","-1.34",,,"219","101.24","362","61.19","0","0.00"
"100120","뷰웍스","24300","400","1.67","1603","15.16","3043","7.99","23482","1.03","350","1.44"
"406820","뷰티스킨","13600","60","0.44",,,,,"9930","1.37","0","0.00"
"337930","브랜드엑스코퍼레이션","6450","-60","-0.92","384","16.80","994","6.49","3029","2.13","80","1.24"
"099390","브레인즈컴퍼니","5460","10","0.18","620","8.81",,,"5909","0.92","60","1.10"
"064480","브리지텍","5120","-60","-1.16","308","16.62",,,"4361","1.17","150","2.93"
"288330","브릿지바이오테라퓨틱스","6080","-20","-0.33",,,,,"531","11.45","0","0.00"
"365900","브이씨","3655","-45","-1.22",,,,,"5266","0.69","0","0.00"
"089970","브이엠","10810","320","3.05",,,"847","12.77","5218","2.07","0","0.00"
"251630","브이원텍","4385","-5","-0.11","201","21.82",,,"7775","0.56","100","2.28"
"018290","브이티","34350","-50","-0.15","799","42.99","2891","11.88","3297","10.42","0","0.00"
"478560","블랙야크아이앤씨","4325","5","0.12",,,"359","12.04",,,"0","0.00"
"439580","블루엠텍","10650","120","1.14",,,,,"4264","2.50","0","0.00"
"033560","블루콤","3385","40","1.20",,,,,"9228","0.37","0","0.00"
"369370","블리츠웨이스튜디오","1529","-13","-0.84",,,,,"615","2.49","0","0.00"
"126340","비나텍","23850","-700","-2.85","321","74.30","168","141.55","10387","2.30","0","0.00"
"121800","비덴트","3320","0","0.00",,,,,"7233","0.46","0","0.00"
"082800","비보존 제약","6690","-150","-2.19",,,,,"2205","3.03","0","0.00"
"318410","비비씨","7950","10","0.13","966","8.23",,,"13924","0.57","400","5.03"
"002070","비비안","778","-3","-0.38",,,,,"2957","0.26","0","0.00"
"100220","비상교육","4650","-45","-0.96",,,,,"14789","0.31","0","0.00"
"419540","비스토스","1678","-1","-0.06","35","47.94",,,"806","2.08","0","0.00"
"146320","비씨엔씨","10650","210","2.01","101","105.45",,,"5886","1.81","0","0.00"
"200780","비씨월드제약","4365","-75","-1.69","285","15.32",,,"8841","0.49","100","2.29"
"413640","비아이매트릭스","11920","-380","-3.09",,,,,"3804","3.13","0","0.00"
"141000","비아트론","7180","-60","-0.83","145","49.52",,,"14987","0.48","0","0.00"
"090460","비에이치","14960","-100","-0.66","2863","5.23","2911","5.14","20195","0.74","250","1.67"
"083650","비에이치아이","20150","820","4.24","267","75.47","860","23.44","2377","8.48","0","0.00"
"445360","비엔케이제1호스팩","2115","5","0.24",,,,,,,"0","0.00"
"473370","비엔케이제2호스팩","2010","-5","-0.25",,,,,,,"0","0.00"
"065170","비엘팜텍","1425","-40","-2.73",,,,,"1177","1.21","0","0.00"
"086670","비엠티","8740","-120","-1.35","1846","4.73",,,"13281","0.66","250","2.86"
"335890","비올","7960","-40","-0.50","370","21.51","636","12.51","991","8.03","18","0.23"
"230980","비유테크놀러지","229","0","0.00",,,,,"181","1.27","0","0.00"
"082920","비츠로셀","25700","50","0.19","1667","15.42","2318","11.09","10469","2.45","250","0.97"
"054220","비츠로시스","382","-25","-6.14",,,,,"352","1.09","0","0.00"
"042370","비츠로테크","7780","80","1.04",,,,,"8093","0.96","50","0.64"
"050090","비케이홀딩스","590","-46","-7.23",,,,,"873","0.68","0","0.00"
"148780","비큐AI","969","-6","-0.62","23","42.13",,,"392","2.47","0","0.00"
"307870","비투엔","945","-119","-11.18",,,,,"417","2.27","0","0.00"
"377030","비트맥스","1712","-20","-1.15",,,,,"1142","1.50","0","0.00"
"032850","비트컴퓨터","4750","-10","-0.21","338","14.05",,,"4041","1.18","62","1.31"
"238200","비피도","3135","0","0.00","132","23.75",,,"6321","0.50","0","0.00"
"093190","빅솔론","5200","-10","-0.19","688","7.56",,,"11281","0.46","200","3.85"
