종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"432470","케이엔에스","12500","-570","-4.36","502","24.90",,,"5674","2.20","0","0.00"
"272110","케이엔제이","18050","1650","10.06","1354","13.33",,,"8182","2.21","0","0.00"
"039420","케이엘넷","2500","5","0.20","345","7.25",,,"2502","1.00","80","3.20"
"083550","케이엠","3015","10","0.33",,,,,"10618","0.28","30","1.00"
"032500","케이엠더블유","8310","290","3.62",,,,,"4391","1.89","0","0.00"
"225430","케이엠제약","546","-4","-0.73",,,,,"1272","0.43","0","0.00"
"102370","케이옥션","3235","-65","-1.97",,,,,"4566","0.71","0","0.00"
"068100","케이웨더","3080","20","0.65",,,,,"950","3.24","0","0.00"
"106080","케이이엠텍","1807","-69","-3.68",,,,,"665","2.72","0","0.00"
"381970","케이카","13330","60","0.45","590","22.59","1058","12.59","4876","2.73","760","5.70"
"036030","케이티알파","3810","5","0.13","332","11.48",,,"4984","0.76","0","0.00"
"064820","케이프","6400","-140","-2.14","835","7.66",,,"7390","0.87","300","4.69"
"256940","케이피에스","9470","670","7.61","210","45.10",,,"3053","3.10","0","0.00"
"024880","케이피에프","4215","20","0.48","1066","3.95",,,"10850","0.39","150","3.56"
"042040","케이피엠테크","227","-6","-2.58","29","7.83",,,"618","0.37","0","0.00"
"054410","케이피티유","3380","-70","-2.03","544","6.21",,,"8259","0.41","0","0.00"
"258610","케일럼","1425","-73","-4.87",,,,,"697","2.04","0","0.00"
"274090","켄코아에어로스페이스","12290","-310","-2.46",,,,,"4569","2.69","0","0.00"
"089010","켐트로닉스","28150","-150","-0.53",,,"1623","17.34","10781","2.61","100","0.36"
"220260","켐트로스","4315","-5","-0.12","106","40.71",,,"2323","1.86","0","0.00"
"052400","코나아이","25600","-900","-3.40","2206","11.60",,,"13072","1.96","500","1.95"
"402030","코난테크놀로지","20100","-1000","-4.74",,,,,"2751","7.31","0","0.00"
"391710","코닉오토메이션","1637","-43","-2.56","56","29.23",,,"631","2.59","0","0.00"
"046070","코다코","10280","0","0.00",,,,,,,"0","0.00"
"047770","코데즈컴바인","1303","-6","-0.46","98","13.30",,,"1683","0.77","0","0.00"
"080530","코디","1255","27","2.20",,,,,"810","1.55","0","0.00"
"104540","코렌텍","6120","-40","-0.65","321","19.07",,,"5514","1.11","0","0.00"
"027050","코리아나","2365","15","0.64","58","40.78",,,"2825","0.84","0","0.00"
"007815","코리아써우","5970","50","0.84",,,,,,,"0","0.00"
"007810","코리아써키트","12430","180","1.47",,,"1756","7.08","15784","0.79","0","0.00"
"00781K","코리아써키트2우B","5400","-100","-1.82",,,,,,,"0","0.00"
"190650","코리아에셋투자증권","5960","0","0.00","909","6.56",,,"14561","0.41","500","8.39"
"123410","코리아에프티","4945","-10","-0.20","1097","4.51",,,"6188","0.80","120","2.43"
"003690","코리안리","8110","10","0.12","1405","5.77","1548","5.24","18747","0.43","540","6.66"
"036690","코맥스","2885","0","0.00",,,,,"2490","1.16","0","0.00"
"049430","코메론","11170","70","0.63","1705","6.55","2227","5.02","23064","0.48","250","2.24"
"183300","코미코","57200","-200","-0.35","3096","18.48",,,"20223","2.83","400","0.70"
"041960","코미팜","4125","5","0.12",,,,,"803","5.14","0","0.00"
"089890","코세스","8540","120","1.43","420","20.33",,,"4006","2.13","0","0.00"
"360350","코셈","7350","-10","-0.14","337","21.81",,,"2530","2.91","0","0.00"
"082660","코스나인","480","0","0.00",,,,,"400","1.20","0","0.00"
"192820","코스맥스","180500","-100","-0.06","5036","35.84","11979","15.07","31952","5.65","500","0.28"
"044820","코스맥스비티아이","10190","140","1.39","948","10.75",,,"24263","0.42","350","3.43"
"222040","코스맥스엔비티","3645","5","0.14",,,"595","6.13","1761","2.07","0","0.00"
"241710","코스메카코리아","46100","950","2.10","2090","22.06","4994","9.23","15874","2.90","0","0.00"
"005070","코스모신소재","48050","-1200","-2.44","861","55.81","669","71.82","14732","3.26","0","0.00"
"005420","코스모화학","18290","-610","-3.23",,,,,"7677","2.38","0","0.00"
"355150","코스텍시스","7200","-80","-1.10",,,,,"3440","2.09","0","0.00"
"071950","코아스","9500","-170","-1.76",,,,,"3290","2.89","0","0.00"
"166480","코아스템켐온","3415","35","1.04",,,,,"916","3.73","0","0.00"
"045970","코아시아","3380","20","0.60",,,,,"4024","0.84","0","0.00"
"196450","코아시아씨엠","581","-9","-1.53",,,,,"1452","0.40","0","0.00"
"384470","코어라인소프트","8410","-90","-1.06",,,,,"946","8.89","0","0.00"
"029960","코엔텍","8860","0","0.00","715","12.39",,,"3718","2.38","500","5.64"
"002020","코오롱","25800","750","2.99","621","41.55",,,"78295","0.33","550","2.13"
"138490","코오롱ENP","5980","-40","-0.66","863","6.93","880","6.79","7412","0.81","160","2.68"
"003070","코오롱글로벌","8790","20","0.23","13","676.15",,,"28530","0.31","400","4.55"
"003075","코오롱글로벌우","15190","-280","-1.81",,,,,,,"450","2.96"
"450140","코오롱모빌리티그룹","3120","-125","-3.85","196","15.92",,,"2993","1.04","40","1.28"
"45014K","코오롱모빌리티그룹우","5030","0","0.00",,,,,,,"45","0.89"
"102940","코오롱생명과학","30900","250","0.82",,,,,"12063","2.56","0","0.00"
"002025","코오롱우","15390","250","1.65",,,,,,,"600","3.90"
"120110","코오롱인더","31200","-250","-0.79","1282","24.34","4523","6.90","92518","0.34","1300","4.17"
"120115","코오롱인더우","19440","-60","-0.31",,,,,,,"1350","6.94"
"021240","코웨이","87200","200","0.23","6495","13.43","8719","10.00","36380","2.40","1350","1.55"
"033290","코웰패션","2090","5","0.24","502","4.16",,,"6257","0.33","160","7.66"
"056360","코위버","5700","-110","-1.89","85","67.06",,,"14116","0.40","30","0.53"
"282880","코윈테크","14460","-510","-3.41","1110","13.03",,,"14627","0.99","250","1.73"
"121850","코이즈","1299","-70","-5.11",,,,,"494","2.63","0","0.00"
"448710","코츠테크놀로지","18050","-520","-2.80","1906","9.47",,,"8403","2.15","0","0.00"
"126730","코칩","13220","550","4.34","719","18.39",,,"3436","3.85","0","0.00"
"015710","코콤","3955","-10","-0.25","183","21.61",,,"7417","0.53","70","1.77"
"052330","코텍","9170","-110","-1.19","566","16.20",,,"23190","0.40","200","2.18"
"322780","코퍼스코리아","906","83","10.09","90","10.07",,,"1540","0.59","10","1.10"
"036420","콘텐트리중앙","8600","280","3.37",,,,,"2580","3.33","0","0.00"
"200130","콜마비앤에이치","13510","380","2.89","674","20.04","884","15.28","13693","0.99","308","2.28"
"024720","콜마홀딩스","9210","-290","-3.05",,,,,"16436","0.56","180","1.95"
"031820","콤텍시스템","596","1","0.17","33","18.06",,,"1300","0.46","0","0.00"
"294570","쿠콘","17940","-950","-5.03","703","25.52","1806","9.93","12713","1.41","100","0.56"
"192400","쿠쿠홀딩스","22100","0","0.00","4187","5.28","4077","5.42","34678","0.64","1100","4.98"
"284740","쿠쿠홈시스","21350","0","0.00","4994","4.28",,,"35985","0.59","800","3.75"
"317690","퀀타매트릭스","4480","285","6.79",,,,,"1096","4.09","0","0.00"
"227100","퀀텀온","612","0","0.00",,,,,"1063","0.58","0","0.00"
"432720","퀄리타스반도체","16910","-680","-3.87",,,,,"2430","6.96","0","0.00"
"365270","큐라클","6810","100","1.49",,,,,"3021","2.25","0","0.00"
"348080","큐라티스","595","-5","-0.83",,,,,"916","0.65","0","0.00"
"060280","큐렉소","9160","-200","-2.14",,,"169","54.16","2452","3.74","0","0.00"
"372320","큐로셀","27850","400","1.46",,,,,"4341","6.42","0","0.00"
"051780","큐로홀딩스","557","-20","-3.47",,,,,"2271","0.25","0","0.00"
"115180","큐리언트","8700","1200","16.00",,,,,"1656","5.25","0","0.00"
"445680","큐리옥스바이오시스템즈","16600","-250","-1.48",,,,,"3296","5.04","0","0.00"
"182360","큐브엔터","16760","160","0.96","801","20.92",,,"5747","2.92","0","0.00"
"405100","큐알티","13080","-20","-0.15","219","59.73",,,"8347","1.57","480","3.67"
"066310","큐에스아이","8950","-130","-1.43","294","30.44",,,"9040","0.99","100","1.12"
"016600","큐캐피탈","259","1","0.39","41","6.32",,,"776","0.33","0","0.00"
"355390","크라우드웍스","6550","150","2.34",,,,,"1769","3.70","0","0.00"
"264900","크라운제과","8200","20","0.24","1834","4.47",,,"16015","0.51","250","3.05"
"26490K","크라운제과우","9320","20","0.22",,,,,,,"252","2.70"
"005740","크라운해태홀딩스","5390","-60","-1.10","1391","3.87",,,"21080","0.26","100","1.86"
"005745","크라운해태홀딩스우","7680","0","0.00",,,,,,,"105","1.37"
"259960","크래프톤","325000","-3500","-1.07","12812","25.37","24215","13.42","120194","2.70","0","0.00"
"096240","크레버스","15310","0","0.00","1805","8.48",,,"5272","2.90","2000","13.06"
"040350","크레오에스지","492","11","2.29",,,,,"239","2.06","0","0.00"
"110790","크리스에프앤씨","4665","-50","-1.06","1137","4.10",,,"17785","0.26","300","6.43"
"045520","크린앤사이언스","4965","5","0.10","148","33.55",,,"4551","1.09","0","0.00"
"036170","클라우드에어","856","-45","-4.99","136","6.29",,,"1969","0.43","0","0.00"
"214150","클래시스","58400","0","0.00","1155","50.56","2286","25.54","4430","13.18","200","0.34"
"466100","클로봇","19530","-10","-0.05",,,,,"1234","15.83","0","0.00"
"352770","클리노믹스","651","-63","-8.82",,,,,"1187","0.55","0","0.00"
"237880","클리오","20650","600","2.99","1560","13.24","1841","11.22","12209","1.69","400","1.94"
"139670","키네마스터","2560","-30","-1.16","189","13.54",,,"1180","2.17","0","0.00"
"020120","키다리스튜디오","3315","-35","-1.04",,,,,"5626","0.59","0","0.00"
"487720","키움제10호스팩","2055","0","0.00",,,,,,,"0","0.00"
"489480","키움제11호스팩","2000","1","0.05",,,,,,,"0","0.00"
"446840","키움제8호스팩","2130","0","0.00",,,,,,,"0","0.00"
"039490","키움증권","132400","3000","2.32","15563","8.51","31836","4.16","178201","0.74","3000","2.27"
"054780","키이스트","4250","-50","-1.16",,,,,"2999","1.42","0","0.00"
"219130","타이거일렉","13800","-90","-0.65",,,,,"8362","1.65","0","0.00"
"336680","탑런토탈솔루션","9180","-20","-0.22","1434","6.40",,,"5413","1.70","25","0.27"
"360070","탑머티리얼","31300","-1750","-5.30","2197","14.25",,,"19491","1.61","400","1.28"
"065130","탑엔지니어링","4350","85","1.99","906","4.80",,,"12128","0.36","0","0.00"
"134580","탑코미디어","2000","-45","-2.20",,,,,"1720","1.16","0","0.00"
"014580","태경비케이","4415","-40","-0.90","871","5.07",,,"7151","0.62","130","2.94"
"015890","태경산업","4825","-55","-1.13","790","6.11",,,"10337","0.47","270","5.60"
"006890","태경케미컬","11750","-40","-0.34","1537","7.64",,,"14288","0.82","200","1.70"
"023160","태광","22600","300","1.35","2129","10.62","2047","11.04","20443","1.11","170","0.75"
"003240","태광산업","753000","8000","1.07",,,,,"4689721","0.16","1750","0.23"
"011280","태림포장","2035","-20","-0.97","73","27.88",,,"4924","0.41","50","2.46"
"323280","태성","29550","2600","9.65",,,,,"1199","24.65","0","0.00"
"053620","태양","6400","110","1.75","918","6.97",,,"22439","0.29","380","5.94"
"004100","태양금속","2610","-80","-2.97","1","2610.00",,,"2714","0.96","10","0.38"
"004105","태양금속우","4240","-110","-2.53",,,,,,,"15","0.35"
"009410","태영건설","3215","-25","-0.77",,,,,,,"0","0.00"
"009415","태영건설우","7090","10","0.14",,,,,,,"0","0.00"
"044490","태웅","16250","900","5.86","1707","9.52","1791","9.08","25612","0.63","0","0.00"
"124560","태웅로직스","2990","-25","-0.83","743","4.02",,,"5269","0.57","70","2.34"
"001420","태원물산","3300","-40","-1.20",,,,,"3949","0.84","140","4.24"
"191420","테고사이언스","16770","-280","-1.64",,,,,"5803","2.89","0","0.00"
"073640","테라사이언스","654","0","0.00",,,,,"819","0.80","0","0.00"
"066700","테라젠이텍스","3070","-40","-1.29","819","3.75",,,"4240","0.72","0","0.00"
"095610","테스","24100","250","1.05","89","270.79","2829","8.52","17040","1.41","500","2.07"
"055490","테이팩스","13990","-70","-0.50","1708","8.19",,,"32047","0.44","300","2.14"
"064520","테크엘","2185","-80","-3.53","425","5.14",,,"4850","0.45","0","0.00"
"089030","테크윙","38650","-1100","-2.77",,,"2642","14.63","6069","6.37","130","0.34"
"054450","텔레칩스","15050","280","1.90","4375","3.44","751","20.04","16679","0.90","200","1.33"
"078000","텔코웨어","8800","-190","-2.11","950","9.26",,,"20203","0.44","640","7.27"
"200230","텔콘RF제약","3505","-95","-2.64","1240","2.83",,,"9010","0.39","0","0.00"
"214420","토니모리","9100","60","0.66","155","58.71",,,"3964","2.30","0","0.00"
"393210","토마토시스템","6150","-50","-0.81","225","27.33",,,"1969","3.12","90","1.46"
"475960","토모큐브","14290","-420","-2.86",,,,,"1695","8.43","0","0.00"
"215480","토박스코리아","2330","5","0.22","267","8.73",,,"3724","0.63","0","0.00"
"051360","토비스","18320","140","0.77","757","24.20","3592","5.10","12449","1.47","160","0.87"
"045340","토탈소프트","7080","-190","-2.61","442","16.02",,,"2553","2.77","0","0.00"
"108230","톱텍","4480","-165","-3.55","1588","2.82",,,"10408","0.43","300","6.70"
"079970","투비소프트","596","-54","-8.31",,,,,"4450","0.13","0","0.00"
"199800","툴젠","33950","-350","-1.02",,,,,"3801","8.93","0","0.00"
"417790","트루엔","9810","90","0.93","1092","8.98","1584","6.19","8317","1.18","200","2.04"
"290090","트윔","7440","-110","-1.46","420","17.71",,,"9508","0.78","0","0.00"
"026150","특수건설","6350","0","0.00",,,,,"5902","1.08","0","0.00"
"464280","티디에스팜","13200","-260","-1.93","1101","11.99",,,"5388","2.45","0","0.00"
"322180","티라유텍","5650","-180","-3.09",,,,,"909","6.22","0","0.00"
"117730","티로보틱스","13940","-90","-0.64",,,,,"1763","7.91","0","0.00"
"033830","티비씨","776","-6","-0.77","66","11.76",,,"1337","0.58","18","2.32"
"057680","티사이언티픽","840","15","1.82",,,,,"1916","0.44","0","0.00"
"204610","티쓰리","1813","5","0.28","87","20.84",,,"1494","1.21","60","3.31"
"064760","티씨케이","90700","-1300","-1.41","5246","17.29","7429","12.21","39252","2.31","1200","1.32"
"246710","티앤알바이오팹","4800","600","14.29",,,,,"1449","3.31","0","0.00"
"340570","티앤엘","79400","-500","-0.63","3399","23.36","8821","9.00","16050","4.95","550","0.69"
"043220","티에스넥스젠","198","-14","-6.60",,,,,"447","0.44","0","0.00"
"277880","티에스아이","6790","180","2.72",,,,,"3920","1.73","0","0.00"
"131290","티에스이","52500","2000","3.96","11","4772.73","3930","13.36","27453","1.91","0","0.00"
"019180","티에이치엔","3110","-10","-0.32","1579","1.97",,,"6196","0.50","60","1.93"
"425420","티에프이","19700","640","3.36","976","20.18",,,"6259","3.15","0","0.00"
"484810","티엑스알로보틱스","17710","-2990","-14.44","38","466.05",,,"1422","12.45","0","0.00"
"131100","티엔엔터테인먼트","1639","-4","-0.24",,,,,"2209","0.74","0","0.00"
"356860","티엘비","23000","3730","19.36","257","89.49","1421","16.19","11281","2.04","200","0.87"
"363280","티와이홀딩스","2275","-210","-8.45",,,,,"18433","0.12","0","0.00"
"36328K","티와이홀딩스우","3820","-375","-8.94",,,,,,,"0","0.00"
"321550","티움바이오","3445","455","15.22",,,,,"2497","1.38","0","0.00"
"091810","티웨이항공","2305","-10","-0.43","506","4.56","293","7.87","748","3.08","0","0.00"
"004870","티웨이홀딩스","697","-2","-0.29","41","17.00",,,"1493","0.47","0","0.00"
"425040","티이엠씨","7890","-30","-0.38","1077","7.33","844","9.34","8292","0.95","700","8.87"
"241790","티이엠씨씨엔에스","5830","30","0.52","1337","4.36",,,"10646","0.55","200","3.43"
"104480","티케이케미칼","1422","-28","-1.93",,,,,"10445","0.14","0","0.00"
"081150","티플랙스","3015","30","1.01",,,,,"6498","0.46","20","0.66"
"130740","티피씨글로벌","1700","-3","-0.18",,,,,"5354","0.32","0","0.00"
"084730","팅크웨어","10940","-80","-0.73","1293","8.46",,,"16221","0.67","0","0.00"
"440110","파두","13880","60","0.43",,,,,"3798","3.65","0","0.00"
"034230","파라다이스","10790","240","2.27","725","14.88","835","12.92","16278","0.66","100","0.93"
"033540","파라텍","1530","1","0.07",,,,,"2673","0.57","0","0.00"
"388870","파로스아이바이오","6870","-220","-3.10",,,,,"2194","3.13","0","0.00"
"043200","파루","503","1","0.20",,,,,"690","0.73","0","0.00"
"214450","파마리서치","327000","7500","2.35","7571","43.19","12714","25.72","42459","7.70","950","0.29"
"208340","파멥신","2915","0","0.00",,,,,"549","5.31","0","0.00"
"005690","파미셀","11430","-190","-1.64","60","190.50","612","18.67","1340","8.53","0","0.00"
"177830","파버나인","2945","-10","-0.34","12","245.42",,,"5925","0.50","70","2.38"
"037070","파세코","5680","20","0.35","39","145.64",,,"5156","1.10","150","2.64"
"150900","파수","4520","0","0.00","384","11.77",,,"3009","1.50","100","2.21"
"037030","파워넷","2350","-25","-1.05",,,,,"4546","0.52","0","0.00"
"047310","파워로직스","4825","-35","-0.72","472","10.22",,,"5357","0.90","0","0.00"
"368770","파이버프로","7270","120","1.68","88","82.61",,,"983","7.40","20","0.28"
"170790","파이오링크","7700","0","0.00","1583","4.86",,,"12063","0.64","300","3.90"
"049120","파인디앤씨","997","10","1.01",,,,,"850","1.17","0","0.00"
"038950","파인디지털","3290","55","1.70","268","12.28",,,"11524","0.29","50","1.52"
"387570","파인메딕스","10070","-120","-1.18","261","38.58",,,"2803","3.59","0","0.00"
"441270","파인엠텍","5300","30","0.57","299","17.73","619","8.56","4077","1.30","0","0.00"
"106240","파인테크닉스","1114","27","2.48",,,,,"5748","0.19","0","0.00"
"131760","파인텍","960","-45","-4.48",,,,,"709","1.35","0","0.00"
"065690","파커스","961","6","0.63",,,,,"4042","0.24","0","0.00"
"140860","파크시스템스","214500","11500","5.67","3553","60.37","7696","27.87","20734","10.35","400","0.19"
"091700","파트론","7010","-40","-0.57","539","13.01","768","9.13","8929","0.79","250","3.57"
"032800","판타지오","557","-4","-0.71",,,,,"254","2.19","0","0.00"
"318010","팜스빌","3410","-15","-0.44","423","8.06",,,"8247","0.41","100","2.93"
"036580","팜스코","2130","-30","-1.39",,,,,"6406","0.33","50","2.35"
"027710","팜스토리","1226","-1","-0.08","91","13.47",,,"1915","0.64","25","2.04"
"004720","팜젠사이언스","4090","-45","-1.09","352","11.62",,,"12707","0.32","0","0.00"
"225590","패션플랫폼","902","1","0.11","248","3.64",,,"2859","0.32","0","0.00"
"054300","팬스타엔터프라이즈","517","-2","-0.39","4","129.25",,,"793","0.65","0","0.00"
"068050","팬엔터테인먼트","3090","-405","-11.59","280","11.04",,,"2987","1.03","0","0.00"
"028670","팬오션","3585","65","1.85","458","7.83","677","5.29","8817","0.41","85","2.37"
"222110","팬젠","4945","-45","-0.90",,,,,"1177","4.20","0","0.00"
"271830","팸텍","1555","-113","-6.77","270","5.76",,,"2371","0.66","30","1.93"
"010820","퍼스텍","3610","-55","-1.50","96","37.60",,,"1283","2.81","0","0.00"
"016800","퍼시스","42600","-150","-0.35","7470","5.70",,,"59291","0.72","1200","2.82"
"263750","펄어비스","31250","300","0.97","248","126.01","1907","16.39","11804","2.65","0","0.00"
"251970","펌텍코리아","49300","1150","2.39","2206","22.35","3312","14.89","19205","2.57","380","0.77"
"001020","페이퍼코리아","708","13","1.87","161","4.40",,,"1659","0.43","0","0.00"
"168360","펨트론","12280","90","0.74","335","36.66",,,"1523","8.06","0","0.00"
"087010","펩트론","92300","3800","4.29",,,,,"1704","54.17","0","0.00"
"090080","평화산업","1118","-21","-1.84","66","16.94",,,"790","1.42","0","0.00"
"010770","평화홀딩스","6070","-280","-4.41","569","10.67",,,"7243","0.84","150","2.47"
"064800","포니링크","1161","6","0.52",,,,,"1913","0.61","0","0.00"
"119500","포메탈","3180","-20","-0.63","161","19.75",,,"4155","0.77","60","1.89"
"389140","포바이포","7750","-550","-6.63",,,,,"3731","2.08","0","0.00"
"105760","포스뱅크","6620","-70","-1.05","982","6.74",,,"5238","1.26","0","0.00"
"022100","포스코DX","27600","200","0.73","605","45.62",,,"3026","9.12","100","0.36"
"058430","포스코스틸리온","45700","-1800","-3.79","4133","11.06",,,"59872","0.76","1615","3.53"
"009520","포스코엠텍","14590","-90","-0.61","117","124.70",,,"2780","5.25","35","0.24"
"047050","포스코인터내셔널","59000","3200","5.73","3939","14.98","4055","14.55","35869","1.64","1000","1.69"
"003670","포스코퓨처엠","137700","-5800","-4.04","371","371.16","199","692.29","30357","4.54","250","0.18"
"189690","포시에스","2110","15","0.72","179","11.79",,,"2718","0.78","50","2.37"
"318020","포인트모바일","2990","-20","-0.66","389","7.69",,,"3742","0.80","0","0.00"
"256630","포인트엔지니어링","1195","-11","-0.91",,,,,"1243","0.96","0","0.00"
"331380","포커스에이치엔에스","1813","-58","-3.10","130","13.95",,,"1196","1.52","30","1.65"
"472850","폰드그룹","5910","-70","-1.17","7","844.29",,,"5789","1.02","0","0.00"
"039980","폴라리스AI","2450","-120","-4.67","20","122.50",,,"1509","1.62","0","0.00"
"041910","폴라리스AI파마","6020","-230","-3.68","327","18.41",,,"9900","0.61","100","1.66"
"234100","폴라리스세원","1035","-20","-1.90","83","12.47",,,"2829","0.37","0","0.00"
"041020","폴라리스오피스","5550","-40","-0.72","432","12.85",,,"1305","4.25","0","0.00"
"114630","폴라리스우노","490","-5","-1.01","124","3.95",,,"1642","0.30","0","0.00"
"290720","푸드나무","2300","230","11.11",,,,,"1713","1.34","0","0.00"
"005670","푸드웰","4980","-50","-0.99","364","13.68",,,"9701","0.51","90","1.81"
"094940","푸른기술","6850","-120","-1.72","330","20.76",,,"4847","1.41","30","0.44"
"057880","푸른소나무","8790","0","0.00",,,,,"41","214.39","0","0.00"
"007330","푸른저축은행","8190","0","0.00","1340","6.11",,,"26884","0.30","650","7.94"
"017810","풀무원","16450","-60","-0.36","255","64.51","1302","12.64","8638","1.90","102","0.62"
"093380","풍강","2460","-30","-1.20","582","4.23",,,"7640","0.32","200","8.13"
"023900","풍국주정","8790","-130","-1.46","672","13.08",,,"12319","0.71","100","1.14"
"103140","풍산","65100","-2200","-3.27","5727","11.37","7871","8.27","71975","0.90","1200","1.84"
"005810","풍산홀딩스","28750","150","0.52","5878","4.89",,,"72976","0.39","1400","4.87"
"371950","풍원정밀","12410","-240","-1.90",,,,,"2742","4.53","0","0.00"
"370090","퓨런티어","17090","-140","-0.81","923","18.52",,,"5992","2.85","0","0.00"
"445180","퓨릿","6470","-30","-0.46","837","7.73",,,"4965","1.30","50","0.77"
"151910","퓨처코어","640","0","0.00",,,,,"189","3.39","0","0.00"
"220100","퓨쳐켐","23100","-800","-3.35",,,,,"2886","8.00","0","0.00"
"035200","프럼파스트","4775","-155","-3.14","167","28.59",,,"4459","1.07","50","1.05"
"334970","프레스티지바이오로직스","4030","-5","-0.12",,,,,"1166","3.46","0","0.00"
"321260","프로이천","2220","-30","-1.33","122","18.20",,,"1308","1.70","20","0.90"
"053610","프로텍","25000","50","0.20","2290","10.92","3182","7.86","31733","0.79","400","1.60"
"303360","프로티아","3300","40","1.23","38","86.84",,,"1827","1.81","0","0.00"
"377220","프롬바이오","1871","0","0.00",,,,,"2708","0.69","0","0.00"
"335810","프리시젼바이오","2655","-5","-0.19",,,,,"2758","0.96","0","0.00"
"053160","프리엠스","10290","-600","-5.51","137","75.11",,,"11112","0.93","50","0.49"
"405000","플라즈맵","650","-17","-2.55",,,,,"399","1.63","0","0.00"
"041590","플래스크","789","0","0.00",,,,,"259","3.05","0","0.00"
"367000","플래티어","4195","-75","-1.76",,,,,"5244","0.80","0","0.00"
"075130","플랜티넷","2395","25","1.05","101","23.71",,,"4405","0.54","100","4.18"
"009810","플레이그램","319","6","1.92",,,,,"431","0.74","0","0.00"
"237820","플레이디","5600","-80","-1.41","225","24.89",,,"6338","0.88","0","0.00"
"023770","플레이위드","3705","-50","-1.33",,,,,"2958","1.25","0","0.00"
"019570","플루토스","265","-12","-4.33",,,,,"596","0.44","0","0.00"
"300080","플리토","19900","-1000","-4.78",,,,,"838","23.75","0","0.00"
"033790","피노","5810","-230","-3.81",,,,,"1281","4.54","0","0.00"
"032580","피델릭스","1292","-8","-0.62","32","40.38",,,"1509","0.86","0","0.00"
"051380","피씨디렉트","2620","-105","-3.85","50","52.40",,,"2791","0.94","100","3.82"
"241820","피씨엘","302","-5","-1.63",,,,,"689","0.44","0","0.00"
"452450","피아이이","10000","-1000","-9.09","225","44.44",,,"1269","7.88","0","0.00"
"237750","피앤씨테크","3870","55","1.44","561","6.90",,,"11052","0.35","0","0.00"
"460940","피앤에스미캐닉스","12500","-380","-2.95","278","44.96",,,"1516","8.25","0","0.00"
"319660","피에스케이","21350","0","0.00","1813","11.78","2925","7.30","13552","1.58","200","0.94"
"031980","피에스케이홀딩스","42900","-1050","-2.39","2055","20.88","4680","9.17","15829","2.71","600","1.40"
"002230","피에스텍","3900","10","0.26","234","16.67",,,"7860","0.50","250","6.41"
"043370","피에이치에이","11100","-60","-0.54","3011","3.69",,,"36108","0.31","250","2.25"
"239890","피엔에이치테크","6450","-100","-1.53","605","10.66",,,"5022","1.28","0","0.00"
"347740","피엔케이피부임상연구센타","2190","-15","-0.68","160","13.69",,,"2493","0.88","30","1.37"
"137400","피엔티","45800","1450","3.27","3136","14.60","5744","7.97","18063","2.54","0","0.00"
"257370","피엔티엠에스","3220","-10","-0.31",,,,,"2111","1.53","0","0.00"
"147760","피엠티","2915","-15","-0.51",,,,,"4191","0.70","0","0.00"
"128660","피제이메탈","3205","20","0.63","566","5.66",,,"2862","1.12","150","4.68"
"006140","피제이전자","5670","0","0.00","411","13.80",,,"8427","0.67","120","2.12"
"376180","피코그램","2310","-25","-1.07","243","9.51",,,"1956","1.18","0","0.00"
"304840","피플바이오","2590","-35","-1.33",,,,,"882","2.94","0","0.00"
"087600","픽셀플러스","7440","260","3.62",,,,,"13063","0.57","0","0.00"
"291810","핀텔","2200","-30","-1.35",,,,,"1822","1.21","0","0.00"
"378340","필에너지","17550","-1350","-7.14",,,,,"6025","2.91","0","0.00"
"161580","필옵틱스","39450","-450","-1.13",,,,,"7200","5.48","2502","6.34"
"347770","핌스","1500","-50","-3.23","123","12.20",,,"2619","0.57","0","0.00"
"163730","핑거","8520","-50","-0.58","486","17.53",,,"5295","1.61","120","1.41"
"417180","핑거스토리","2235","-25","-1.11","126","17.74",,,"1439","1.55","0","0.00"
"446750","하나26호스팩","2080","0","0.00",,,,,,,"0","0.00"
"448370","하나27호스팩","2080","0","0.00",,,,,,,"0","0.00"
"454750","하나28호스팩","2015","-5","-0.25",,,,,,,"0","0.00"
"454640","하나29호스팩","2075","15","0.73",,,,,,,"0","0.00"
"469880","하나30호스팩","1998","9","0.45",,,,,,,"0","0.00"
"469900","하나31호스팩","2015","0","0.00",,,,,,,"0","0.00"
"475240","하나32호스팩","2135","0","0.00",,,,,,,"0","0.00"
"475250","하나33호스팩","2120","-5","-0.24",,,,,,,"0","0.00"
"484130","하나34호스팩","2020","0","0.00",,,,,,,"0","0.00"
"435620","하나금융25호스팩","10570","10","0.09",,,,,,,"0","0.00"
"086790","하나금융지주","62200","0","0.00","11380","5.47","13738","4.53","136601","0.46","3400","5.47"
"299030","하나기술","22500","-600","-2.60",,,"1463","15.37","14110","1.59","0","0.00"
"067310","하나마이크론","13480","1210","9.86",,,"816","16.53","5506","2.45","50","0.37"
"166090","하나머티리얼즈","37400","550","1.49","1752","21.35","1801","20.76","20476","1.83","200","0.53"
"293480","하나제약","10580","-20","-0.19","1291","8.20",,,"16069","0.66","510","4.82"
"039130","하나투어","54000","300","0.56","3036","17.79","4465","12.09","10998","4.91","5000","9.26"
"136480","하림","3100","5","0.16","123","25.20",,,"2898","1.07","30","0.97"
